line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group
02.012.02.d,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,02,02.012,02.012.02,d,M,ástabhnāt,3,intermediate,3.SG.IPRF.IND.ACT,yáḥ dyā́m ástabhnāt= sá janāsaḥ índraḥ,yó dyā́m ástabhnāt sá janāsa índraḥ,L L LLL S SLS LL,Triṣṭubh,C,,203,Indra,Hymns to Indra
02.013.10.c,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,02,02.013,02.013.10,c,M,astabhnāḥ,2,intermediate,2.SG.IPRF.IND.ACT,ṣáṭ astabhnāḥ= viṣṭíraḥ páñca saṁdŕ̥śaḥ,ṣáḷ astabhnā viṣṭíraḥ páñca saṁdŕ̥śaḥ,S LLL LSL LS LSL,Jagatī,C,,204,Indra,Hymns to Indra
02.017.05.d,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,02,02.017,02.017.05,d,M,ástabhnāt,1,intermediate,3.SG.IPRF.IND.ACT,ástabhnāt māyáyā dyā́m} avasrásaḥ,ástabhnān māyáyā diyā́m avasrásaḥ,LLL LSL SL SLSL,Jagatī,N,,208,Indra,Hymns to Indra
03.030.09.c,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,03,03.030,03.030.09,c,M,ástabhnāt,1,intermediate,3.SG.IPRF.IND.ACT,ástabhnāt dyā́m= vr̥ṣabháḥ antárikṣam,ástabhnād dyā́ṁ vr̥ṣabhó antárikṣam,LLL L SSL LSLL,Triṣṭubh,N,,264,Indra,Hymns to Indra
03.053.09.b,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,03,03.053,03.053.09,b,M,ástabhnāt,1,intermediate,3.SG.IPRF.IND.ACT,ástabhnāt síndhum= arṇavám} nr̥cákṣāḥ,ástabhnāt síndhum arṇaváṁ nr̥cákṣāḥ,LLL LS LSL SLL,Triṣṭubh,C,"['Grassmann (G)', 'Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",287,Indra,Hymns to Indra
06.008.03.a,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,06,06.008,06.008.03,a,M,astabhnāt,2,intermediate,3.SG.IPRF.IND.ACT,ví astabhnāt= ródasī+_ mitráḥ ádbhutaḥ,ví astabhnād ródasī mitró ádbhuto,S LLL LSL LL LSL,Jagatī,C,,449,Agni Vaisvanara,Hymns to Agni
06.047.05.d,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,06,06.047,06.047.05,d,M,astabhnāt,3,intermediate,3.SG.IPRF.IND.ACT,út dyā́m astabhnāt vr̥ṣabháḥ marútvān,diyā́m astabhnād vr̥ṣabhó marútvān,SL LLL SSL SLL,Triṣṭubh,n,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",488,"Soma, Indra and Others",Hymns to Indra
07.099.02.c,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,07,07.099,07.099.02,c,M,astabhnāḥ,2,intermediate,2.SG.IPRF.IND.ACT,út astabhnāḥ= nā́kam r̥ṣvám} br̥hántam,úd astabhnā nā́kam r̥ṣvám br̥hántaṁ,S LLL LS LL SLL,Triṣṭubh,S,,615,"Vishnu, Indra and Vishnu",Hymns to Vishnu
07.099.03.c,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,07,07.099,07.099.03,c,M,astabhnāḥ,2,intermediate,2.SG.IPRF.IND.ACT,ví astabhnāḥ= ródasī+_ viṣṇo eté+_,ví astabhnā ródasī viṣṇav eté,S LLL LSL LS LL,,S,,615,"Vishnu, Indra and Vishnu",Hymns to Vishnu
08.042.01.a,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,08,08.042,08.042.01,a,M,ástabhnāt,1,intermediate,3.SG.IPRF.IND.ACT,ástabhnāt dyā́m= ásuraḥ viśvávedāḥ,ástabhnād dyā́m ásuro viśvávedā,LLL L SSL LSLL,Triṣṭubh,S,,662,Varuna and the Asvins,Hymns of Nabhaka
08.089.05.d,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,08,08.089,08.089.05,d,M,astabhnāḥ,2,intermediate,2.SG.IPRF.IND.ACT,tát astabhnāḥ utá dyā́m,tád astabhnā utá dyáam,S LLL SL SL,Aṇuṣṭubh,S,['Witzel (z)'],698,Indra,Hymns of Nodhas
10.018.13.a,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,10,10.018,10.018.13,a,P,stabhnāmi,3,intermediate,1.SG.PRS.IND.ACT,út te-_ stabhnāmi= pr̥thivī́m} tvát pári,út te stabhnāmi pr̥thivī́ṁ tuvát pári,L L LLS SSL SL SS,,P,['Arnold (C2)'],844,For the Burial Rite,Yama Hymns
10.055.01.c,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,10,10.055,10.055.01,c,D,astabhnāḥ,2,intermediate,2.SG.IPRF.IND.ACT,út astabhnāḥ= pr̥thivī́m dyā́m} abhī́ke-_,úd astabhnāḥ pr̥thivī́ṁ dyā́m abhī́ke,S LLL SSL L SLL,Triṣṭubh,C,,881,Indra,Brihaduktha Hymns
10.113.04.d,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,10,10.113,10.113.04,d,M,ástabhnāt,1,intermediate,3.SG.IPRF.IND.ACT,ástabhnāt nā́kam= svapasyáyā pr̥thúm,ástabhnān nā́kaṁ suapasyáyā pr̥thúm,LLL LL SSLSL SL,Jagatī,C,,939,Indra,Hymns of Manyu
10.153.03.c,stabhnā,strong,stabh,,False,,Earlier & Later,stambhⁱ,10,10.153,10.153.03,c,P,astabhnāḥ,3,verse final,2.SG.IPRF.IND.ACT,út dyā́m astabhnāḥ ójasā,úd dyā́m astabhnā ójasā,L L LLL LSL,Gāyatrī,P,,979,Indra,Hymns of Manyu
01.013.05.a,str̥ṇī,weak,str̥,,False,,Earlier & Later,str̥̄,01,01.013,01.013.05,a,MO,str̥ṇītá,1,intermediate,2.PL.PRS.IMP.ACT,str̥ṇītá barhíḥ ānuṣák,str̥ṇītá barhír ānuṣág,SLS LS LSL,Gāyatrī,C,,13,Apri Hymn,Hymns of Medhatithi
03.004.04.d,str̥ṇī,weak,str̥,,False,,Earlier & Later,str̥̄,03,03.004,03.004.04,d,M,str̥ṇīmáhi,1,intermediate,1.PL.PRS.OPT.MED,str̥ṇīmáhi= devávyacāḥ} ví barhíḥ,str̥ṇīmáhi devávyacā ví barhíḥ,SLSS LLSL S LL,Triṣṭubh,N,,238,Apri Hymn,Hymns to Agni
05.026.08.c,str̥ṇī,weak,str̥,,False,,Earlier & Later,str̥̄,05,05.026,05.026.08,c,MR,str̥ṇītá,1,intermediate,2.PL.PRS.IMP.ACT,str̥ṇītá barhíḥ āsáde-_,str̥ṇītá barhír āsáde,SLS LS LSL,Gāyatrī,N,,380,Agni,Hymns to Agni
06.067.02.a,str̥ṇī,weak,str̥,,False,,Earlier & Later,str̥̄,06,06.067,06.067.02,a,M,str̥ṇīte,5,verse final,3.SG.PRS.IND.MED,iyám mát vām= prá str̥ṇīte?_} manīṣā́,iyám mád vām prá str̥ṇīte manīṣā́,SL L L L SLL SLL,Triṣṭubh,A,,508,Mitra and Varuna,Hymns to Various Gods
07.017.01.b,str̥ṇī,weak,str̥,,False,,Earlier & Later,str̥̄,07,07.017,07.017.01,b,M,str̥ṇītām,5,,3.SG.PRS.IMP.ACT,utá barhíḥ= urviyā́ ví} str̥ṇītām,utá barhír urviyā́ ví str̥ṇītām,SS LS LSL L SLL,,S,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",533,Agni,Hymns to Agni
07.043.02.c,str̥ṇī,weak,str̥,,False,,Earlier & Later,str̥̄,07,07.043,07.043.02,c,M,str̥ṇītá,1,intermediate,2.PL.PRS.IMP.ACT,str̥ṇītá barhíḥ= adhvarā́ya sādhú,str̥ṇītá barhír adhvarā́ya sādhú,SLS LS LSLS LS,Triṣṭubh,S,,559,All the Gods,Hymns to All the Gods
08.073.03.a,str̥ṇī,weak,str̥,,False,,Earlier & Later,str̥̄,08,08.073,08.073.03,a,MO,str̥ṇītam,2,verse final,2.DU.PRS.IMP.ACT,úpa str̥ṇītam átraye-_,úpa str̥ṇītam átraye,SL SLS LSL,Gāyatrī,A,,682,Asvins,Hymns of Gopavana and Other Sons of Atri
08.041.08.e,str̥ṇā,strong,str̥,,False,,Earlier & Later,str̥̄,08,08.041,08.041.08,e,M,ástr̥ṇāt,1,intermediate,3.SG.IPRF.IND.ACT,ástr̥ṇāt nā́kam ā́ aruhat,ástr̥ṇān nā́kam ā́ruhan,LSL LS LSL,,S,,661,Varuna,Hymns of Nabhaka
08.063.07.c,str̥ṇā,strong,str̥,,False,,Earlier & Later,str̥̄,08,08.063,08.063.07,c,M,ástr̥ṇāt,1,intermediate,3.SG.IPRF.IND.ACT,ástr̥ṇāt barháṇā vipáḥ,ástr̥ṇād barháṇā vipó,LSL LSL SL,Aṇuṣṭubh,A,,672,Indra,Hymns of Pragatha and Other Kanva-Sons
07.073.02.c,aśnī,weak,aśⁱ,1,True,E.,Later,aśⁱ,07,07.073,07.073.02,c,M,aśnītám,1,intermediate,2.DU.PRS.OPT.ACT,aśnītám mádhvaḥ= aśvinau} upāké-_,aśnītám mádhvo aśvinā upāká,LLL LL LSL SLS,Triṣṭubh,S,,589,Asvins,Hymns to the Asvins
09.067.31.c,aśnā,strong,aśⁱ,1,True,E.,Later,aśⁱ,09,09.067,09.067.31,c,PE2,aśnāti,4,,3.SG.PRS.IND.ACT,sárvam sá pūtám aśnāti,*sárvaṁ sá pūtám aśnāti,LL S LS LLS,Aṇuṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C2)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets
10.085.03.d,aśnā,strong,aśⁱ,1,True,E.,Later,aśⁱ,10,10.085,10.085.03,d,PE3b,aśnāti,3,intermediate,3.SG.PRS.IND.ACT,ná tásya aśnāti káḥ caná,ná tásyāśnāti káś caná,S LLLS L SS,Aṇuṣṭubh,P,"['Grassmann (G)', 'Arnold (C2)']",911,Wedding Hymn,Hymns of Manyu
10.085.04.d,aśnā,strong,aśⁱ,1,True,E.,Later,aśⁱ,10,10.085,10.085.04,d,PE3b,aśnāti,3,verse final,3.SG.PRS.IND.ACT,ná te-_ aśnāti pā́rthivaḥ,ná te aśnāti pā́rthivaḥ,S L LLS LSL,Aṇuṣṭubh,P,"['Grassmann (G)', 'Arnold (C2)']",911,Wedding Hymn,Hymns of Manyu
