line_no,labels,strata,strata_based_on_meter_only
07.035.14.d,D,P,True
07.035.15.a,D,P,True
07.035.15.b,D,P,True
07.035.15.c,D,P,True
07.035.15.d,DR,P,True
07.036.01.a,M,S,False
07.036.01.b,M,S,False
07.036.01.c,M,S,False
07.036.01.d,M,S,False
07.036.02.a,M,S,False
07.036.02.b,M,S,False
07.036.02.c,M,S,False
07.036.02.d,M,S,False
07.036.03.a,M,S,False
07.036.03.b,M,S,False
07.036.03.c,M,S,False
07.036.03.d,M,S,False
07.036.04.a,M,S,False
07.036.04.b,M,S,False
07.036.04.c,M,S,False
07.036.04.d,M,S,False
07.036.05.a,M,S,False
07.036.05.b,M,S,False
07.036.05.c,M,S,False
07.036.05.d,M,S,False
07.036.06.a,M,S,False
07.036.06.b,M,S,False
07.036.06.c,M,S,False
07.036.06.d,M,S,False
07.036.07.a,M,S,False
07.036.07.b,M,S,False
07.036.07.c,M,S,False
07.036.07.d,M,S,False
07.036.08.a,M,S,False
07.036.08.b,M,S,False
07.036.08.c,M,S,False
07.036.08.d,M,S,False
07.036.09.a,M,S,False
07.036.09.b,M,S,False
07.036.09.c,M,S,False
07.036.09.d,MR,S,False
07.037.01.a,M,S,False
07.037.01.b,M,S,False
07.037.01.c,M,S,False
07.037.01.d,M,S,False
07.037.02.a,M,S,False
07.037.02.b,M,S,False
07.037.02.c,M,S,False
07.037.02.d,M,S,False
07.037.03.a,M,S,False
07.037.03.b,M,S,False
07.037.03.c,M,S,False
07.037.03.d,M,S,False
07.037.04.a,M,S,False
07.037.04.b,M,S,False
07.037.04.c,M,S,False
07.037.04.d,M,S,False
07.037.05.a,M,S,False
07.037.05.b,M,S,False
07.037.05.c,M,S,False
07.037.05.d,M,S,False
07.037.06.a,M,S,False
07.037.06.b,M,S,False
07.037.06.c,M,S,False
07.037.06.d,M,S,False
07.037.07.a,M,S,False
07.037.07.b,M,S,False
07.037.07.c,M,S,False
07.037.07.d,M,S,False
07.037.08.a,M,S,False
07.037.08.b,M,S,False
07.037.08.c,M,S,False
07.037.08.d,MR,S,False
07.038.01.a,M,S,False
07.038.01.b,MR,S,False
07.038.01.c,M,S,False
07.038.01.d,M,S,False
07.038.02.a,M,S,False
07.038.02.b,M,S,False
07.038.02.c,M,S,False
07.038.02.d,M,S,False
07.038.03.a,M,S,False
07.038.03.b,M,S,False
07.038.03.c,M,S,False
07.038.03.d,M,S,False
07.038.04.a,M,S,False
07.038.04.b,M,S,False
07.038.04.c,M,S,False
07.038.04.d,M,S,False
07.038.05.a,M,S,False
07.038.05.b,M,S,False
07.038.05.c,M,S,False
07.038.05.d,M,S,False
07.038.06.a,M,S,False
07.038.06.b,M,S,False
07.038.06.c,M,S,False
07.038.06.d,M,S,False
07.038.07.a,M,S,False
07.038.07.b,M,S,False
07.038.07.c,M,S,False
07.038.07.d,M,S,False
07.038.08.a,M,S,False
07.038.08.b,M,S,False
07.038.08.c,M,S,False
07.038.08.d,M,S,False
07.039.01.a,M,S,False
07.039.01.b,M,S,False
07.039.01.c,M,S,False
07.039.01.d,M,S,False
07.039.02.a,M,S,False
07.039.02.b,M,S,False
07.039.02.c,M,S,False
07.039.02.d,M,S,False
07.039.03.a,M,S,False
07.039.03.b,M,S,False
07.039.03.c,M,S,False
07.039.03.d,M,S,False
07.039.04.a,M,S,False
07.039.04.b,M,S,False
07.039.04.c,M,S,False
07.039.04.d,M,S,False
07.039.05.a,M,S,False
07.039.05.b,M,S,False
07.039.05.c,M,S,False
07.039.05.d,M,S,False
07.039.06.a,M,S,False
07.039.06.b,M,S,False
07.039.06.c,M,S,False
07.039.06.d,M,S,False
07.039.07.a,M,S,False
07.039.07.b,M,S,False
07.039.07.c,M,S,False
07.039.07.d,MR,S,False
07.040.01.a,M,S,False
07.040.01.b,M,S,False
07.040.01.c,M,S,False
07.040.01.d,M,S,False
07.040.02.a,M,S,False
07.040.02.b,M,S,False
07.040.02.c,M,S,False
07.040.02.d,M,S,False
07.040.03.a,M,S,False
07.040.03.b,M,S,False
07.040.03.c,M,S,False
07.040.03.d,M,S,False
07.040.04.a,M,S,False
07.040.04.b,M,S,False
07.040.04.c,M,S,False
07.040.04.d,M,S,False
07.040.05.a,M,S,False
07.040.05.b,M,S,False
07.040.05.c,M,S,False
07.040.05.d,M,S,False
07.040.06.a,M,S,False
07.040.06.b,M,S,False
07.040.06.c,M,S,False
07.040.06.d,M,S,False
07.040.07.a,MR,S,False
07.040.07.b,MR,S,False
07.040.07.c,MR,S,False
07.040.07.d,MR,S,False
07.041.01.a,M,C,False
07.041.01.b,M,C,False
07.041.01.c,M,C,False
07.041.01.d,M,C,False
07.041.02.a,M,C,False
07.041.02.b,M,C,False
07.041.02.c,M,C,False
07.041.02.d,M,C,False
07.041.03.a,M,C,False
07.041.03.b,M,C,False
07.041.03.c,M,C,False
07.041.03.d,M,C,False
07.041.04.a,M,C,False
07.041.04.b,M,C,False
07.041.04.c,M,C,False
07.041.04.d,M,C,False
07.041.05.a,M,C,False
07.041.05.b,M,C,False
07.041.05.c,M,C,False
07.041.05.d,M,C,False
07.041.06.a,M,C,False
07.041.06.b,M,C,False
07.041.06.c,M,C,False
07.041.06.d,M,C,False
07.041.07.a,M,C,False
07.041.07.b,M,C,False
07.041.07.c,M,C,False
07.041.07.d,MR,C,False
07.042.01.a,M,S,False
07.042.01.b,M,S,False
07.042.01.c,M,S,False
07.042.01.d,M,S,False
07.042.02.a,M,S,False
07.042.02.b,M,S,False
07.042.02.c,M,S,False
07.042.02.d,M,S,False
07.042.03.a,M,S,False
07.042.03.b,M,S,False
07.042.03.c,M,S,False
07.042.03.d,M,S,False
07.042.04.a,M,S,False
07.042.04.b,M,S,False
07.042.04.c,M,S,False
07.042.04.d,M,S,False
07.042.05.a,M,S,False
07.042.05.b,M,S,False
07.042.05.c,M,S,False
07.042.05.d,M,S,False
07.042.06.a,M,S,False
07.042.06.b,M,S,False
07.042.06.c,M,S,False
07.042.06.d,MR,S,False
07.043.01.a,M,S,False
07.043.01.b,M,S,False
07.043.01.c,M,S,False
07.043.01.d,M,S,False
07.043.02.a,M,S,False
07.043.02.b,M,S,False
07.043.02.c,M,S,False
07.043.02.d,M,S,False
07.043.03.a,M,S,False
07.043.03.b,M,S,False
07.043.03.c,M,S,False
07.043.03.d,M,S,False
07.043.04.a,M,S,False
07.043.04.b,M,S,False
07.043.04.c,M,S,False
07.043.04.d,M,S,False
07.043.05.a,M,S,False
07.043.05.b,M,S,False
07.043.05.c,M,S,False
07.043.05.d,MR,S,False
07.044.01.a,M,C,False
07.044.01.b,M,C,False
07.044.01.c,M,C,False
07.044.01.d,M,C,False
07.044.02.a,M,C,False
07.044.02.b,MR,C,False
07.044.02.c,M,C,False
07.044.02.d,M,C,False
07.044.03.a,M,C,False
07.044.03.b,M,C,False
07.044.03.c,M,C,False
07.044.03.d,M,C,False
07.044.04.a,M,C,False
07.044.04.b,M,C,False
07.044.04.c,M,C,False
07.044.04.d,M,C,False
07.044.05.a,M,C,False
07.044.05.b,M,C,False
07.044.05.c,M,C,False
07.044.05.d,M,C,False
07.045.01.a,M,C,False
07.045.01.b,M,C,False
07.045.01.c,MR,C,False
07.045.01.d,M,C,False
07.045.02.a,M,C,False
07.045.02.b,M,C,False
07.045.02.c,M,C,False
07.045.02.d,M,C,False
07.045.03.a,M,C,False
07.045.03.b,M,C,False
07.045.03.c,M,C,False
07.045.03.d,M,C,False
07.045.04.a,M,C,False
07.045.04.b,M,C,False
07.045.04.c,M,C,False
07.045.04.d,MR,C,False
07.046.01.a,M,C,False
07.046.01.b,Mh,C,False
07.046.01.c,MR,C,False
07.046.01.d,M,C,False
07.046.02.a,M,C,False
07.046.02.b,M,C,False
07.046.02.c,M,C,False
07.046.02.d,M,C,False
07.046.03.a,M,C,False
07.046.03.b,M,C,False
07.046.03.c,M,C,False
07.046.03.d,M,C,False
07.046.04.a,M,C,False
07.046.04.b,M,C,False
07.046.04.c,M,C,False
07.046.04.d,MR,C,False
07.047.01.a,M,C,False
07.047.01.b,M,C,False
07.047.01.c,M,C,False
07.047.01.d,M,C,False
07.047.02.a,M,C,False
07.047.02.b,M,C,False
07.047.02.c,M,C,False
07.047.02.d,M,C,False
07.047.03.a,M,C,False
07.047.03.b,M,C,False
07.047.03.c,M,C,False
07.047.03.d,M,C,False
07.047.04.a,M,C,False
07.047.04.b,M,C,False
07.047.04.c,M,C,False
07.047.04.d,MR,C,False
07.048.01.a,M,C,False
07.048.01.b,M,C,False
07.048.01.c,M,C,False
07.048.01.d,M,C,False
07.048.02.a,M,C,False
07.048.02.b,M,C,False
07.048.02.c,M,C,False
07.048.02.d,M,C,False
07.048.03.a,M,C,False
07.048.03.b,M,C,False
07.048.03.c,M,C,False
07.048.03.d,M,C,False
07.048.04.a,M,C,False
07.048.04.b,M,C,False
07.048.04.c,M,C,False
07.048.04.d,MR,C,False
07.049.01.a,D,P,True
07.049.01.b,D,P,True
07.049.01.c,D,P,True
07.049.01.d,D,P,True
07.049.02.a,D,P,True
07.049.02.b,D,P,True
07.049.02.c,D,P,True
07.049.02.d,DR,P,True
07.049.03.a,D,P,True
07.049.03.b,D,P,True
07.049.03.c,D,P,True
07.049.03.d,DR,P,True
07.049.04.a,D,P,True
07.049.04.b,D,P,True
07.049.04.c,D,P,True
07.049.04.d,DR,P,True
07.050.01.a,P,P,False
07.050.01.b,P,P,False
07.050.01.c,P,P,False
07.050.01.d,P,P,False
07.050.02.a,P,P,False
07.050.02.b,P,P,False
07.050.02.c,P,P,False
07.050.02.d,PR,P,False
07.050.03.a,P,P,False
07.050.03.b,P,P,False
07.050.03.c,P,P,False
07.050.03.d,PR,P,False
07.050.04.a,PU,P,False
07.050.04.b,PU,P,False
07.050.04.c,PU,P,False
07.050.04.d,PU,P,False
07.050.04.e,PU,P,False
07.051.01.a,M,C,False
07.051.01.b,M,C,False
07.051.01.c,M,C,False
07.051.01.d,M,C,False
07.051.02.a,M,C,False
07.051.02.b,M,C,False
07.051.02.c,M,C,False
07.051.02.d,M,C,False
07.051.03.a,M,C,False
07.051.03.b,M,C,False
07.051.03.c,M,C,False
07.051.03.d,MR,C,False
07.052.01.a,M,C,False
07.052.01.b,M,C,False
07.052.01.c,M,C,False
07.052.01.d,M,C,False
07.052.02.a,M,C,False
07.052.02.b,M,C,False
07.052.02.c,M,C,False
07.052.02.d,MR,C,False
07.052.03.a,M,C,False
07.052.03.b,M,C,False
07.052.03.c,M,C,False
07.052.03.d,M,C,False
07.053.01.a,M,C,False
07.053.01.b,M,C,False
07.053.01.c,M,C,False
07.053.01.d,M,C,False
07.053.02.a,M,C,False
07.053.02.b,M,C,False
07.053.02.c,M,C,False
07.053.02.d,M,C,False
07.053.03.a,M,C,False
07.053.03.b,M,C,False
07.053.03.c,M,C,False
07.053.03.d,MR,C,False
07.054.01.a,M,C,False
07.054.01.b,M,C,False
07.054.01.c,M,C,False
07.054.01.d,M,C,False
07.054.02.a,M,C,False
07.054.02.b,M,C,False
07.054.02.c,M,C,False
07.054.02.d,M,C,False
07.054.03.a,M,C,False
07.054.03.b,M,C,False
07.054.03.c,M,C,False
07.054.03.d,MR,C,False
07.055.01.a,M,C,False
07.055.01.b,M,C,False
07.055.01.c,MR,C,False
07.055.02.a,D,P,True
07.055.02.b,D,P,True
07.055.02.c,D,P,True
07.055.02.d,D,P,True
07.055.02.e,D,P,True
07.055.03.a,D,P,True
07.055.03.b,D,P,True
07.055.03.c,D,P,True
07.055.03.d,D,P,True
07.055.03.e,DR,P,True
07.055.04.a,D,P,True
07.055.04.b,D,P,True
07.055.04.c,DR,P,True
07.055.04.d,DR,P,True
07.055.04.e,DR,P,True
07.055.05.a,PE2,P,False
07.055.05.b,PE2,P,False
07.055.05.c,PE2,P,False
07.055.05.d,PE2,P,False
07.055.06.a,PE2,P,False
07.055.06.b,PE2,P,False
07.055.06.c,PE2,P,False
07.055.06.d,PE2,P,False
07.055.07.a,PE2,P,False
07.055.07.b,PE2,P,False
07.055.07.c,PE2,P,False
07.055.07.d,PE2,P,False
07.055.08.a,PE2,P,False
07.055.08.b,PE2,P,False
07.055.08.c,PE2,P,False
07.055.08.d,PE2,P,False
07.056.01.a,M5,S,False
07.056.01.b,M5,S,False
07.056.02.a,M5,S,False
07.056.02.b,M5,S,False
07.056.03.a,M5,S,False
07.056.03.b,M5,S,False
07.056.04.a,M5,S,False
07.056.04.b,M5,S,False
07.056.05.a,M5,S,False
07.056.05.b,M5,S,False
07.056.06.a,M5,S,False
07.056.06.b,M5,S,False
07.056.07.a,M5,S,False
07.056.07.b,M5,S,False
07.056.08.a,M5,S,False
07.056.08.b,M5,S,False
07.056.09.a,M5,S,False
07.056.09.b,M5,S,False
07.056.10.a,M5,S,False
07.056.10.b,M,S,False
07.056.11.a,M5,S,False
07.056.11.b,M5,S,False
07.056.12.a,M,S,False
07.056.12.b,M,S,False
07.056.12.c,M,S,False
07.056.12.d,M,S,False
07.056.13.a,M,S,False
07.056.13.b,M,S,False
07.056.13.c,M,S,False
07.056.13.d,M,S,False
07.056.14.a,M,S,False
07.056.14.b,M,S,False
07.056.14.c,M,S,False
07.056.14.d,M,S,False
07.056.15.a,M,S,False
07.056.15.b,M,S,False
07.056.15.c,M,S,False
07.056.15.d,M,S,False
07.056.16.a,M,S,False
07.056.16.b,M,S,False
07.056.16.c,M,S,False
07.056.16.d,M,S,False
07.056.17.a,M,S,False
07.056.17.b,M,S,False
07.056.17.c,M,S,False
07.056.17.d,M,S,False
07.056.18.a,M,S,False
07.056.18.b,M,S,False
07.056.18.c,M,S,False
07.056.18.d,M,S,False
07.056.19.a,M,S,False
07.056.19.b,M,S,False
07.056.19.c,M,S,False
07.056.19.d,M,S,False
07.056.20.a,M,S,False
07.056.20.b,M,S,False
07.056.20.c,M,S,False
07.056.20.d,M,S,False
07.056.21.a,M,S,False
07.056.21.b,M,S,False
07.056.21.c,M,S,False
07.056.21.d,M,S,False
07.056.22.a,M,S,False
07.056.22.b,M,S,False
07.056.22.c,M,S,False
07.056.22.d,M,S,False
07.056.23.a,M,S,False
07.056.23.b,M,S,False
07.056.23.c,M,S,False
07.056.23.d,M,S,False
07.056.24.a,M,S,False
07.056.24.b,M,S,False
07.056.24.c,M,S,False
07.056.24.d,M,S,False
07.056.25.a,MR,S,False
07.056.25.b,MR,S,False
07.056.25.c,MR,S,False
07.056.25.d,MR,S,False
07.057.01.a,M,S,False
07.057.01.b,M,S,False
07.057.01.c,M,S,False
07.057.01.d,M,S,False
07.057.02.a,M,S,False
07.057.02.b,M,S,False
07.057.02.c,M,S,False
07.057.02.d,M,S,False
07.057.03.a,M,S,False
07.057.03.b,M,S,False
07.057.03.c,M,S,False
07.057.03.d,M,S,False
07.057.04.a,M,S,False
07.057.04.b,M,S,False
07.057.04.c,M,S,False
07.057.04.d,M,S,False
07.057.05.a,M,S,False
07.057.05.b,M,S,False
07.057.05.c,M,S,False
07.057.05.d,M,S,False
07.057.06.a,M,S,False
07.057.06.b,M,S,False
07.057.06.c,M,S,False
07.057.06.d,M,S,False
07.057.07.a,M,S,False
07.057.07.b,M,S,False
07.057.07.c,M,S,False
07.057.07.d,MR,S,False
07.058.01.a,M,S,False
07.058.01.b,M,S,False
07.058.01.c,M,S,False
07.058.01.d,M,S,False
07.058.02.a,M,S,False
07.058.02.b,M,S,False
07.058.02.c,M,S,False
07.058.02.d,M,S,False
07.058.03.a,M,S,False
07.058.03.b,M,S,False
07.058.03.c,M,S,False
07.058.03.d,M,S,False
07.058.04.a,M,S,False
07.058.04.b,M,S,False
07.058.04.c,M,S,False
07.058.04.d,M,S,False
07.058.05.a,M,S,False
07.058.05.b,M,S,False
07.058.05.c,M,S,False
07.058.05.d,M,S,False
07.058.06.a,M,S,False
07.058.06.b,M,S,False
07.058.06.c,M,S,False
07.058.06.d,MR,S,False
07.059.01.a,M,S,False
07.059.01.b,M,S,False
07.059.01.c,M,S,False
07.059.01.d,M,S,False
07.059.02.a,MR,S,False
07.059.02.b,M,S,False
07.059.02.c,M,S,False
07.059.02.d,M,S,False
07.059.03.a,M,S,False
07.059.03.b,M,S,False
07.059.03.c,M,S,False
07.059.03.d,M,S,False
07.059.04.a,M,S,False
07.059.04.b,M,S,False
07.059.04.c,M,S,False
07.059.04.d,M,S,False
07.059.05.a,M,S,False
07.059.05.b,M,S,False
07.059.05.c,M,S,False
07.059.05.d,M,S,False
07.059.06.a,MS,S,False
07.059.06.b,M,S,False
07.059.06.c,M,S,False
07.059.06.d,M,S,False
07.059.07.a,M,C,False
07.059.07.b,M,C,False
07.059.07.c,M,C,False
07.059.07.d,M,C,False
07.059.08.a,M,C,False
07.059.08.b,M,C,False
07.059.08.c,M,C,False
07.059.08.d,M,C,False
07.059.09.a,M,C,False
07.059.09.b,M,C,False
07.059.09.c,M,C,False
07.059.10.a,M,C,False
07.059.10.b,M,C,False
07.059.10.c,M,C,False
07.059.11.a,M,C,False
07.059.11.b,M,C,False
07.059.11.c,M,C,False
07.059.12.a,PE2,P,False
07.059.12.b,PE2,P,False
07.059.12.c,PE2,P,False
07.059.12.d,PE2,P,False
07.060.01.a,M,S,False
07.060.01.b,M,S,False
07.060.01.c,M,S,False
07.060.01.d,M,S,False
07.060.02.a,M,S,False
07.060.02.b,M,S,False
07.060.02.c,M,S,False
07.060.02.d,MR,S,False
07.060.03.a,M,S,False
07.060.03.b,M,S,False
07.060.03.c,M,S,False
07.060.03.d,M,S,False
07.060.04.a,M,S,False
07.060.04.b,MR,S,False
07.060.04.c,M,S,False
07.060.04.d,MR,S,False
07.060.05.a,M,S,False
07.060.05.b,M,S,False
07.060.05.c,M,S,False
07.060.05.d,M,S,False
07.060.06.a,M,S,False
07.060.06.b,M,S,False
07.060.06.c,M,S,False
07.060.06.d,M,S,False
07.060.07.a,M,S,False
07.060.07.b,M,S,False
07.060.07.c,M,S,False
07.060.07.d,M,S,False
07.060.08.a,M,S,False
07.060.08.b,M,S,False
07.060.08.c,M,S,False
07.060.08.d,M,S,False
07.060.09.a,M,S,False
07.060.09.b,M,S,False
07.060.09.c,M,S,False
07.060.09.d,M,S,False
07.060.10.a,M,S,False
07.060.10.b,M,S,False
07.060.10.c,M,S,False
07.060.10.d,M,S,False
07.060.11.a,M,S,False
07.060.11.b,M,S,False
07.060.11.c,M,S,False
07.060.11.d,M,S,False
07.060.12.a,M,S,False
07.060.12.b,M,S,False
07.060.12.c,M,S,False
07.060.12.d,MR,S,False
07.061.01.a,M,S,False
07.061.01.b,M,S,False
07.061.01.c,M,S,False
07.061.01.d,M,S,False
07.061.02.a,M,S,False
07.061.02.b,M,S,False
07.061.02.c,M,S,False
07.061.02.d,M,S,False
07.061.03.a,M,S,False
07.061.03.b,M,S,False
07.061.03.c,M,S,False
07.061.03.d,M,S,False
07.061.04.a,M,S,False
07.061.04.b,M,S,False
07.061.04.c,M,S,False
07.061.04.d,M,S,False
07.061.05.a,M,S,False
07.061.05.b,M,S,False
07.061.05.c,M,S,False
07.061.05.d,M,S,False
07.061.06.a,M,S,False
07.061.06.b,M,S,False
07.061.06.c,M,S,False
07.061.06.d,M,S,False
07.061.07.a,MR,S,False
07.061.07.b,MR,S,False
07.061.07.c,MR,S,False
07.061.07.d,MR,S,False
07.062.01.a,M,S,False
07.062.01.b,M,S,False
07.062.01.c,M,S,False
07.062.01.d,M,S,False
07.062.02.a,M,S,False
07.062.02.b,M,S,False
07.062.02.c,M,S,False
07.062.02.d,M,S,False
07.062.03.a,M,S,False
07.062.03.b,MR,S,False
07.062.03.c,MR,S,False
07.062.03.d,M,S,False
07.062.04.a,MR,S,False
07.062.04.b,M,S,False
07.062.04.c,M,S,False
07.062.04.d,M,S,False
07.062.05.a,M,S,False
07.062.05.b,M,S,False
07.062.05.c,M,S,False
07.062.05.d,MR,S,False
07.062.06.a,M,S,False
07.062.06.b,M,S,False
07.062.06.c,M,S,False
07.062.06.d,MR,S,False
07.063.01.a,M,S,False
07.063.01.b,M,S,False
07.063.01.c,M,S,False
07.063.01.d,M,S,False
07.063.02.a,M,S,False
07.063.02.b,M,S,False
07.063.02.c,M,S,False
07.063.02.d,M,S,False
07.063.03.a,M,S,False
07.063.03.b,M,S,False
07.063.03.c,M,S,False
07.063.03.d,M,S,False
07.063.04.a,M,S,False
07.063.04.b,M,S,False
07.063.04.c,M,S,False
07.063.04.d,M,S,False
07.063.05.a,M,S,False
07.063.05.b,M,S,False
07.063.05.c,M,S,False
07.063.05.d,M,S,False
07.063.06.a,MR,S,False
07.063.06.b,MR,S,False
07.063.06.c,MR,S,False
07.063.06.d,MR,S,False
07.064.01.a,M,S,False
07.064.01.b,M,S,False
07.064.01.c,M,S,False
07.064.01.d,M,S,False
07.064.02.a,M,S,False
07.064.02.b,M,S,False
07.064.02.c,M,S,False
07.064.02.d,M,S,False
07.064.03.a,M,S,False
07.064.03.b,M,S,False
07.064.03.c,M,S,False
07.064.03.d,M,S,False
07.064.04.a,M,S,False
07.064.04.b,M,S,False
07.064.04.c,M,S,False
07.064.04.d,M,S,False
07.064.05.a,M,S,False
07.064.05.b,M,S,False
07.064.05.c,MR,S,False
07.064.05.d,MR,S,False
07.065.01.a,M,S,False
07.065.01.b,M,S,False
07.065.01.c,M,S,False
07.065.01.d,M,S,False
07.065.02.a,M,S,False
07.065.02.b,M,S,False
07.065.02.c,M,S,False
07.065.02.d,M,S,False
07.065.03.a,M,S,False
07.065.03.b,M,S,False
07.065.03.c,M,S,False
07.065.03.d,MR,S,False
07.065.04.a,M,S,False
07.065.04.b,M,S,False
07.065.04.c,M,S,False
07.065.04.d,M,S,False
07.065.05.a,MR,S,False
07.065.05.b,MR,S,False
07.065.05.c,MR,S,False
07.065.05.d,MR,S,False
07.066.01.a,MO,S,False
07.066.01.b,MO,S,False
07.066.01.c,MO,S,False
07.066.02.a,MO,S,False
07.066.02.b,MO,S,False
07.066.02.c,MO,S,False
07.066.03.a,MO,S,False
07.066.03.b,MO,S,False
07.066.03.c,MO,S,False
07.066.04.a,MO,S,False
07.066.04.b,MO,S,False
07.066.04.c,MOR,S,False
07.066.05.a,MO,S,False
07.066.05.b,MO,S,False
07.066.05.c,MO,S,False
07.066.06.a,MO,S,False
07.066.06.b,MO,S,False
07.066.06.c,MO,S,False
07.066.07.a,MO,S,False
07.066.07.b,MO,S,False
07.066.07.c,MO,S,False
07.066.08.a,MO,S,False
07.066.08.b,MO,S,False
07.066.08.c,MO,S,False
07.066.09.a,MO,S,False
07.066.09.b,MO,S,False
07.066.09.c,MO,S,False
07.066.10.a,M,S,False
07.066.10.b,MR,S,False
07.066.10.c,M,S,False
07.066.10.d,M,S,False
07.066.11.a,M,S,False
07.066.11.b,M,S,False
07.066.11.c,M,S,False
07.066.11.d,M,S,False
07.066.12.a,M,S,False
07.066.12.b,M,S,False
07.066.12.c,M,S,False
07.066.12.d,M,S,False
07.066.13.a,M,S,False
07.066.13.b,M,S,False
07.066.13.c,M,S,False
07.066.13.d,M,S,False
07.066.14.a,M,S,False
07.066.14.b,M,S,False
07.066.14.c,M,S,False
07.066.14.d,M,S,False
07.066.15.a,M,S,False
07.066.15.b,M,S,False
07.066.15.c,M,S,False
07.066.15.d,M,S,False
07.066.16.a,P,P,False
07.066.16.b,P,P,False
07.066.16.c,P,P,False
07.066.17.a,M,S,False
07.066.17.b,M,S,False
07.066.17.c,M,S,False
07.066.18.a,M,S,False
07.066.18.b,M,S,False
07.066.18.c,M,S,False
07.066.19.a,M,S,False
07.066.19.b,M,S,False
07.066.19.c,MR,S,False
07.067.01.a,M,S,False
07.067.01.b,M,S,False
07.067.01.c,M,S,False
07.067.01.d,M,S,False
07.067.02.a,M,S,False
07.067.02.b,M,S,False
07.067.02.c,M,S,False
07.067.02.d,M,S,False
07.067.03.a,M,S,False
07.067.03.b,M,S,False
07.067.03.c,M,S,False
07.067.03.d,M,S,False
07.067.04.a,M,S,False
07.067.04.b,M,S,False
07.067.04.c,M,S,False
07.067.04.d,M,S,False
07.067.05.a,M,S,False
07.067.05.b,M,S,False
07.067.05.c,M,S,False
07.067.05.d,M,S,False
07.067.06.a,M,S,False
07.067.06.b,M,S,False
07.067.06.c,M,S,False
07.067.06.d,M,S,False
07.067.07.a,M,S,False
07.067.07.b,M,S,False
07.067.07.c,M,S,False
07.067.07.d,M,S,False
07.067.08.a,M,S,False
07.067.08.b,M,S,False
07.067.08.c,M,S,False
07.067.08.d,M,S,False
07.067.09.a,M,S,False
07.067.09.b,M,S,False
07.067.09.c,M,S,False
07.067.09.d,M,S,False
07.067.10.a,M,S,False
07.067.10.b,MR,S,False
07.067.10.c,M,S,False
07.067.10.d,MR,S,False
07.068.01.a,M,S,False
07.068.01.b,M,S,False
07.068.01.c,M,S,False
07.068.02.a,M,S,False
07.068.02.b,M,S,False
07.068.02.c,M,S,False
07.068.03.a,M,S,False
07.068.03.b,M,S,False
07.068.03.c,M,S,False
07.068.04.a,M,S,False
07.068.04.b,M,S,False
07.068.04.c,M,S,False
07.068.05.a,M,S,False
07.068.05.b,M,S,False
07.068.05.c,M,S,False
07.068.06.a,M,S,False
07.068.06.b,M,S,False
07.068.06.c,M,S,False
07.068.07.a,M,S,False
07.068.07.b,M,S,False
07.068.07.c,M,S,False
07.068.08.a,M,S,False
07.068.08.b,M,S,False
07.068.08.c,M,S,False
07.068.08.d,M,S,False
07.068.09.a,M,S,False
07.068.09.b,M,S,False
07.068.09.c,M,S,False
07.068.09.d,MR,S,False
07.069.01.a,M,S,False
07.069.01.b,M,S,False
07.069.01.c,M,S,False
07.069.01.d,M,S,False
07.069.02.a,M,S,False
07.069.02.b,M,S,False
07.069.02.c,M,S,False
07.069.02.d,M,S,False
07.069.03.a,M,S,False
07.069.03.b,M,S,False
07.069.03.c,M,S,False
07.069.03.d,M,S,False
07.069.04.a,M,S,False
07.069.04.b,M,S,False
07.069.04.c,M,S,False
07.069.04.d,M,S,False
07.069.05.a,M,S,False
07.069.05.b,M,S,False
07.069.05.c,M,S,False
07.069.05.d,M,S,False
07.069.06.a,M,S,False
07.069.06.b,M,S,False
07.069.06.c,M,S,False
07.069.06.d,MR,S,False
07.069.07.a,M,S,False
07.069.07.b,M,S,False
07.069.07.c,M,S,False
07.069.07.d,M,S,False
07.069.08.a,MR,S,False
07.069.08.b,MR,S,False
07.069.08.c,MR,S,False
07.069.08.d,MR,S,False
07.070.01.a,M,S,False
07.070.01.b,M,S,False
07.070.01.c,M,S,False
07.070.01.d,M,S,False
07.070.02.a,M,S,False
07.070.02.b,M,S,False
07.070.02.c,M,S,False
07.070.02.d,M,S,False
07.070.03.a,M,S,False
07.070.03.b,M,S,False
07.070.03.c,M,S,False
07.070.03.d,M,S,False
07.070.04.a,M,S,False
07.070.04.b,M,S,False
07.070.04.c,M,S,False
07.070.04.d,M,S,False
07.070.05.a,M,S,False
07.070.05.b,M,S,False
07.070.05.c,M,S,False
07.070.05.d,M,S,False
07.070.06.a,M,S,False
07.070.06.b,M,S,False
07.070.06.c,M,S,False
07.070.06.d,M,S,False
07.070.07.a,M,S,False
07.070.07.b,M,S,False
07.070.07.c,M,S,False
07.070.07.d,MR,S,False
07.071.01.a,M,S,False
07.071.01.b,M,S,False
07.071.01.c,M,S,False
07.071.01.d,M,S,False
07.071.02.a,M,S,False
07.071.02.b,M,S,False
07.071.02.c,M,S,False
07.071.02.d,M,S,False
07.071.03.a,M,S,False
07.071.03.b,M,S,False
07.071.03.c,M,S,False
07.071.03.d,M,S,False
07.071.04.a,M,S,False
07.071.04.b,M,S,False
07.071.04.c,M,S,False
07.071.04.d,M,S,False
07.071.05.a,M,S,False
07.071.05.b,MR,S,False
07.071.05.c,M,S,False
07.071.05.d,M,S,False
07.071.06.a,MR,S,False
07.071.06.b,MR,S,False
